cpu,mem,time,io,net,lost
3,85,4861,266,3.787616,0
40,86,4867,265,3.5874,0
26,86,4873,265,3.355096,0
74,86,4879,264,2.809488,0
27,87,4885,264,3.794232,0
39,87,4891,263,4.892536,1
19,87,4897,263,4.410704,1
35,87,4903,262,4.107464,1
36,87,4909,262,5.211616,1
31,87,4915,261,3.858872,0
69,87,4921,261,3.45744,0
22,87,4927,260,3.9718,0
50,88,4933,260,3.0906,0
54,88,4939,259,2.93792,0
13,88,4945,259,1.441584,0
29,88,4951,258,3.018456,0
37,88,4957,258,2.247712,0
35,89,4963,257,1.94992,0
66,88,4969,257,0.741392,0
9,88,4974,256,1.530024,0
4,87,4980,256,1.433936,0
9,87,4985,255,1.032344,0
8,86,4991,255,1.208792,0
22,86,4996,254,0.081432,0
1,86,5001,254,0.078376,0
2,86,5005,254,0.156776,0
3,86,5010,253,0.149456,0
0,86,5015,253,0.080968,0
3,86,5019,253,0.12256,0
2,86,5023,252,0.155512,0
0,86,5027,252,0.339128,0
1,86,5032,252,1.001504,0
67,86,5037,251,6.530376,1
14,87,5043,251,5.610504,1
35,87,5049,250,5.131504,1
5,87,5054,250,3.198392,1
6,87,5060,249,4.369144,1
15,87,5064,249,3.49744,1
25,87,5070,249,5.17064,1
18,87,5075,248,3.840216,1
2,87,5081,248,3.65184,0
34,87,5087,246,2.028248,0
1,87,5092,246,0.97604,0
1,86,5096,247,0.580144,0
3,86,5100,245,0.140776,0
4,86,5105,245,0.239984,0
3,86,5109,245,0.21652,0
5,86,5114,244,0.089824,0
1,86,5118,245,0.132056,0
0,86,5123,244,0.081824,0
4,86,5127,243,0.075744,0
7,85,5132,243,0.323256,0
3,85,5136,243,0.208256,0
2,85,5140,242,0.081824,0
5,85,5144,243,0.290768,0
0,84,5149,242,0.140416,0
26,85,5154,241,5.2594,0
25,86,5159,241,5.347768,0
22,87,5165,241,3.31484,0
11,86,5171,240,1.844696,0
13,86,5176,240,2.8938,0
2,85,5181,239,0.254832,0
3,85,5185,239,0.076608,0
5,85,5189,239,0.070296,0
4,85,5193,239,0.05984,0
0,85,5198,238,0.062912,0
4,86,5202,238,0.573016,0
1,85,5206,238,0.080968,0
2,85,5210,237,0.064248,0
2,85,5215,237,0.314208,0
9,88,5219,237,0.492624,0
5,85,5224,236,0.233616,0
0,85,5229,236,0.388144,0
4,85,5234,236,5.811224,0
40,86,5240,235,6.51532,1
26,86,5246,235,5.70044,1
46,86,5252,235,5.740312,1
37,87,5258,234,4.940168,1
27,87,5264,234,3.939016,1
29,87,5270,233,3.963904,1
33,87,5276,233,3.435096,1
38,86,5283,233,2.391744,0
17,86,5289,232,2.977672,0
14,86,5295,232,2.600464,0
32,86,5300,231,2.608488,0
24,86,5306,231,2.616592,0
35,86,5312,231,2.64056,0
39,85,5318,230,2.689176,0
16,86,5324,230,6.356208,0
24,85,5330,229,4.035808,1
30,85,5336,229,3.4514,1
37,85,5342,229,2.139168,0
22,85,5348,228,3.170376,1
21,85,5354,228,2.17504,0
45,84,5360,228,2.480264,0
27,84,5365,227,2.648744,0
41,85,5371,227,2.459872,0
15,84,5377,227,2.352304,0
12,84,5383,226,1.893872,0
41,85,5388,226,2.200056,0
16,84,5388,138,1.813624,0
20,84,5393,137,2.704928,0
0,84,5398,137,2.95404,0
32,84,5404,137,0.572328,0
24,85,5408,137,2.528528,0
12,84,5414,137,0.931064,0
49,85,5420,137,2.961392,0
17,85,5426,137,3.210128,0
25,85,5431,137,2.335744,0
17,85,5436,137,3.29872,0
26,85,5442,137,2.681072,0
26,86,5447,137,2.713344,0
30,86,5453,136,2.480168,0
52,88,5534,135,2.678528,1
25,88,5540,135,4.482968,0
16,88,5545,135,4.859168,0
37,89,5551,135,3.794472,1
36,89,5557,135,2.704464,1
23,88,5563,135,2.44064,0
23,88,5569,135,4.827152,1
25,89,5575,134,4.299656,1
54,89,5580,134,3.52312,1
17,90,5586,134,1.338832,0
27,90,5591,134,2.031168,0
31,90,5597,134,2.481936,0
27,90,5602,134,2.11144,0
60,90,5608,134,2.786888,0
46,90,5614,134,1.428024,1
32,90,5620,134,1.21744,0
49,90,5626,134,1.823472,1
28,90,5632,134,2.650056,1
35,91,5638,133,1.727408,1
65,90,5644,133,2.249112,1
24,90,5649,133,1.621,1
21,91,5655,133,2.514808,1
67,90,5660,133,1.346624,1
40,91,5666,133,2.680528,1
33,90,5672,133,5.539368,1
40,90,5678,133,1.097504,1
12,91,5683,133,2.322,1
34,90,5689,133,2.184872,1
54,90,5696,133,1.837424,1
40,90,5701,133,1.492696,1
17,91,5707,132,1.63792,1
27,90,5714,132,1.952328,1
30,91,5719,132,2.271312,1
15,90,5724,132,1.63004,0
71,90,5730,132,1.93448,1
25,91,5736,132,2.391528,0
8,91,5742,132,0.968792,0
49,90,5747,132,2.07904,1
31,90,5753,132,1.829712,0
32,90,5759,132,2.167344,0
34,90,5765,132,1.806416,0
40,90,5770,131,2.458376,0
6,90,5776,131,1.829424,0
28,90,5782,131,2.062392,0
2,90,5788,131,0.961296,0
26,90,5794,131,2.644208,0
9,90,5800,131,4.051264,1
10,90,5806,131,1.4918,1
26,90,5812,131,2.166192,1
33,90,5830,131,2.768192,1
27,89,5836,130,3.906848,1
19,89,5840,130,6.9496,0
21,88,5846,130,5.768344,1
4,89,5851,130,3.080704,1
3,88,5855,130,2.802656,1
11,88,5861,130,3.289896,1
27,88,5867,130,3.97076,1
33,88,5873,130,4.611576,1
21,88,5879,130,3.970472,1
32,88,5885,130,3.843392,0
30,88,5891,130,2.887952,1
16,88,5897,130,2.92876,1
34,87,5903,130,3.450512,1
34,87,5909,129,3.418176,1
22,87,5914,129,3.138072,1
34,87,5920,129,1.781016,1
23,87,5926,129,2.296896,1
41,87,5931,129,3.210824,0
12,86,5938,129,2.423504,0
16,86,5943,129,2.552488,0
35,86,5948,129,2.713016,0
21,86,5954,129,2.608896,0
31,85,5960,129,2.8496,0
15,86,5965,129,2.632744,0
50,86,5971,129,2.664816,0
22,85,5976,128,2.61664,0
31,86,5982,128,2.63264,0
24,85,5988,128,2.600328,0
26,85,5994,128,2.48012,0
28,85,6000,128,2.648592,0
18,85,6005,128,2.80144,0
26,85,6011,128,3.10552,1
30,85,6017,128,3.51584,1
34,86,6023,128,3.274088,1
27,86,6029,128,3.787816,1
43,86,6035,128,3.202288,0
17,86,6040,128,2.391608,0
32,86,6046,127,3.498928,0
27,87,6053,127,4.931696,1
27,86,6059,127,7.220104,1
41,86,6065,127,4.619392,1
23,86,6071,127,4.37096,1
38,87,6077,127,4.339416,1
27,87,6083,126,3.69096,1
35,87,6088,126,3.827528,1
39,88,6095,126,3.547064,1
27,88,6100,126,3.155072,1
24,88,6106,126,3.330872,0
40,88,6112,126,2.431992,0
22,88,6118,126,2.247168,0
49,88,6124,125,2.488672,0
23,88,6130,125,2.777552,0
36,89,6136,125,3.130696,0
36,89,6142,125,2.01448,1
28,89,6148,125,2.552744,0
39,89,6154,125,1.548784,0
55,89,6159,125,2.965992,0
33,89,6165,125,5.639264,1
17,90,6171,125,6.107648,1
35,90,6178,125,7.804768,1
15,90,6184,125,5.595968,1
25,90,6190,125,4.820296,1
41,89,6195,124,5.42808,1
24,89,6201,124,5.22032,1
45,90,6207,124,4.547784,1
44,90,6213,124,3.22768,1
43,91,6219,124,2.738456,1
51,91,6225,124,1.571536,0
27,91,6231,124,2.038864,1
43,91,6237,124,1.717872,1
29,91,6243,124,1.557,1
11,91,6248,124,1.992216,1
88,91,6254,124,1.65412,1
34,91,6260,124,1.572552,1
28,91,6266,124,2.185368,1
63,91,6271,124,2.313672,1
40,91,6277,123,0.970656,1
74,91,6283,123,2.84252,1
41,91,6289,123,1.526584,1
49,92,6295,123,2.562128,1
27,91,6302,123,1.887504,1
20,91,6308,123,2.071216,1
38,91,6314,123,1.894448,0
21,91,6319,123,1.202024,0
41,91,6325,123,1.791264,1
47,91,6331,123,1.5964,1
27,91,6337,123,1.564064,1
5,90,6343,123,2.087344,1
32,91,6348,123,1.734352,1
4,91,6354,122,1.645056,1
32,91,6360,122,1.847712,1
28,91,6366,122,3.487216,1
42,91,6372,122,3.350272,1
13,92,6378,122,5.147136,1
38,92,6384,122,5.60452,1
39,92,6390,122,6.131752,1
57,92,6397,122,4.460232,1
12,91,6403,122,1.741304,0
39,91,6408,122,1.194976,0
37,90,6414,122,2.092488,0
8,90,6419,122,1.145768,0
26,89,6425,122,2.367824,0
46,90,6431,122,1.716784,0
28,89,6437,121,2.030256,0
31,89,6442,121,2.496144,0
45,90,6448,121,1.548184,0
24,89,6454,121,1.49832,0
45,89,6461,121,2.464304,0
39,88,6467,121,2.801096,0
27,88,6473,121,2.584528,0
41,88,6479,121,2.568744,0
25,87,6485,121,2.568488,0
23,87,6491,121,2.616488,0
60,87,6498,121,2.640488,0
16,86,6503,121,2.528168,0
31,87,6509,121,2.391576,0
35,86,6515,120,2.584488,0
30,86,6521,120,2.640488,0
27,86,6527,120,5.483008,0
18,85,6533,120,3.579344,1
23,85,6539,120,2.594016,1
58,85,6545,120,2.527896,0
25,85,6551,120,2.369072,0
38,86,6557,120,2.343744,0
16,85,6562,120,2.64864,0
27,85,6568,120,2.720992,0
51,85,6574,120,2.664896,0
25,85,6580,120,2.680872,0
26,86,6586,120,2.600424,0
36,85,6592,120,2.496304,0
25,85,6598,119,2.576424,0
42,85,6604,119,2.656744,0
23,86,6610,119,2.664872,0
32,86,6615,119,3.042136,0
32,86,6622,119,2.47212,0
26,86,6628,119,4.491224,0
19,86,6634,119,5.07504,1
25,86,6639,119,4.67536,1
31,86,6645,119,4.427936,1
29,86,6651,119,3.482616,1
28,87,6658,119,4.052288,1
24,87,6664,119,3.210872,0
29,87,6670,119,2.391872,0
27,87,6676,119,2.97816,0
20,88,6682,119,2.69684,0
32,87,6688,118,2.689176,0
20,87,6693,118,2.649016,0
21,88,6699,118,2.608592,0
31,88,6704,118,2.793144,0
30,88,6710,118,2.46424,0
57,88,6716,118,3.114648,0
23,89,6723,118,2.006528,0
30,89,6728,118,2.7374,0
37,89,6734,118,4.427184,0
45,90,6741,118,5.1464,1
40,90,6747,118,6.164088,1
36,90,6752,118,5.411904,1
16,89,6759,118,5.684504,1
24,89,6764,118,4.722344,1
37,89,6770,118,5.339736,1
59,89,6776,117,4.675608,1
18,90,6783,117,3.931176,1
36,90,6789,117,3.3056,1
19,90,6795,117,2.890776,0
24,90,6802,117,2.239576,0
55,90,6808,117,2.015016,0
52,90,6814,117,1.548024,0
27,93,6820,117,1.710816,1
44,91,6826,117,1.605848,1
62,90,6831,117,1.814272,1
59,91,6837,117,1.871536,1
0,91,6842,117,2.136992,1
39,91,6848,117,2.056464,1
17,91,6854,117,1.630696,1
48,91,6860,117,2.522272,1
29,91,6866,116,1.5172,1
46,91,6871,116,2.835008,1
52,91,6877,116,2.3614,1
60,91,6883,116,2.754632,1
39,91,6889,116,1.647264,1
47,92,6894,116,2.040072,1
53,91,6900,116,1.388368,1
22,91,6906,116,1.861848,1
55,91,6912,116,1.910888,1
8,91,6918,116,1.86204,1
59,91,6923,116,1.910888,1
49,91,6929,116,1.775872,1
23,91,6946,116,2.561848,1
32,92,6952,116,1.95168,1
4,91,6958,115,2.217096,1
30,91,6964,115,1.654256,1
25,91,6969,115,2.006864,0
27,91,6974,115,1.581744,0
64,90,6980,115,1.941968,0
52,90,6986,115,1.701016,0
20,90,6992,115,1.804952,0
26,90,6998,115,1.122048,0
36,90,7004,115,1.523168,0
5,90,7009,115,2.415656,0
46,90,7015,115,1.611872,0
30,90,7021,115,1.547704,0
25,90,7027,115,0.69376,0
42,90,7033,115,1.460336,0
37,90,7039,115,2.816968,0
53,89,7044,115,2.504144,0
51,89,7050,115,2.02212,0
29,89,7056,114,2.648592,0
27,89,7062,114,2.158192,0
29,88,7068,114,2.279264,0
55,88,7073,114,4.428952,0
26,88,7079,114,6.70696,1
23,87,7085,114,5.394568,1
25,87,7091,114,4.251808,1
24,87,7097,114,4.10704,1
43,87,7102,114,3.731448,1
34,87,7108,114,3.266896,0
32,86,7114,114,2.55264,0
7,86,7120,114,2.640352,0
18,86,7125,114,2.649112,0
21,86,7131,114,2.688896,0
28,86,7137,114,2.391608,0
28,85,7143,114,2.665016,0
24,85,7149,114,2.48824,0
37,85,7155,113,2.721096,0
27,85,7160,113,2.608672,0
31,85,7166,113,2.680744,0
31,85,7172,113,2.552352,0
25,85,7178,113,2.592816,0
32,85,7183,113,2.59264,0
51,61,7184,490,0.136944,0
85,68,7205,483,2.219528,0
94,69,7211,482,1.898736,0
84,73,7233,474,2.003032,0
85,75,7238,473,2.123392,0
81,76,7244,471,2.235504,0
73,76,7249,469,2.68576,0
83,77,7254,468,4.466512,0
68,77,7260,466,4.993184,1
74,77,7267,464,6.236448,1
71,78,7273,462,4.227888,0
89,81,7278,460,2.645864,0
66,82,7283,459,2.461176,0
57,84,7288,457,2.605256,0
58,83,7293,456,2.798632,0
54,84,7298,454,2.516936,0
46,84,7303,453,3.015944,0
45,85,7308,451,2.65356,0
35,85,7313,450,4.467144,0
26,86,7318,448,2.5808,0
17,87,7322,447,3.320728,0
27,87,7327,446,2.194648,0
29,87,7331,445,3.520456,1
48,87,7336,444,5.83592,1
26,87,7340,442,8.805688,1
8,87,7345,441,6.628672,1
20,87,7350,440,4.09752,1
26,87,7355,438,6.253168,1
30,87,7359,437,4.650976,0
44,87,7364,436,4.914832,1
12,87,7369,435,4.162632,0
32,87,7387,430,3.33736,1
12,87,7391,429,1.76888,1
15,87,7396,427,4.139072,0
33,87,7400,426,1.76564,1
12,88,7406,425,1.575632,1
4,88,7410,424,1.783968,1
29,88,7415,423,3.19424,0
4,88,7420,421,1.27624,0
46,88,7424,420,1.306016,0
9,88,7428,419,2.525584,0
17,92,7433,418,1.010016,1
47,89,7438,417,2.696192,1
34,88,7443,416,1.656312,1
23,89,7449,414,1.851104,1
33,89,7453,413,4.068624,0
28,88,7458,412,2.070008,1
28,89,7463,411,2.713136,1
22,89,7468,410,3.353744,0
31,89,7472,409,3.603456,0
20,89,7477,408,2.977776,1
40,89,7491,404,3.384952,1
34,89,7496,403,2.745016,1
41,89,7500,402,1.85772,0
38,89,7505,401,1.230624,1
33,89,7510,400,2.728952,1
40,89,7515,399,1.932064,1
26,89,7519,398,2.50028,1
43,89,7524,397,1.9658,1
3,89,7529,396,2.093176,0
40,89,7533,395,3.176952,0
19,89,7538,394,1.437728,0
43,89,7543,393,4.915664,0
34,89,7548,392,3.4646,0
38,89,7553,391,2.05848,0
7,89,7557,390,1.040256,0
35,89,7562,389,1.695584,0
26,89,7567,388,2.186584,0
43,88,7571,387,2.17172,0
34,89,7576,386,1.242208,0
34,88,7580,385,2.0714,0
10,88,7585,384,2.34832,0
47,88,7590,383,2.349256,0
52,88,7594,382,2.241432,0
45,88,7599,381,2.864144,0
28,88,7604,380,2.095872,0
30,88,7608,380,2.371528,0
40,88,7613,379,2.283336,0
20,88,7617,378,2.919144,0
7,87,7622,377,1.40276,0
36,88,7626,376,2.250768,0
22,87,7631,375,2.773368,0
24,87,7636,374,2.685216,0
45,87,7641,373,2.564544,0
22,87,7645,372,2.315192,0
29,87,7650,372,3.086992,0
11,87,7655,371,2.64512,0
26,87,7659,370,3.631976,0
26,87,7664,369,5.612232,0
26,87,7668,368,6.178616,0
15,86,7673,367,2.828112,0
21,85,7678,366,6.204816,1
21,85,7683,365,2.385672,1
17,85,7688,365,6.869328,0
14,84,7692,364,3.87384,0
17,85,7697,363,5.324248,0
22,84,7702,362,4.03456,0
16,84,7706,361,2.477928,0
20,84,7711,360,2.476144,0
25,84,7715,360,2.773672,0
23,84,7720,359,2.7818,0
22,84,7724,358,2.733352,0
25,84,7729,357,2.79788,0
20,84,7733,357,2.91008,0
31,84,7738,356,2.750048,0
27,83,7743,355,2.483392,0
19,83,7747,354,2.72608,0
24,83,7752,353,2.782208,0
27,83,7756,353,2.70952,0
24,83,7761,352,2.78208,0
24,83,7765,351,2.7498,0
21,83,7770,350,2.806232,0
14,83,7774,350,2.661216,0
4,83,7779,349,2.1468,0
12,83,7783,348,2.670144,0
17,83,7788,347,2.541216,0
13,84,7793,347,3.152424,0
12,84,7797,346,2.548976,0
17,84,7802,345,3.240656,0
16,84,7807,344,2.734008,0
22,84,7811,344,3.039624,0
13,84,7816,343,2.750376,0
19,84,7820,342,2.911288,0
18,84,7825,342,2.69376,0
20,84,7829,341,2.757584,0
23,85,7834,340,2.862168,0
25,85,7840,339,2.556744,0
19,85,7845,339,2.669672,0
26,85,7850,338,2.605408,0
12,85,7855,337,2.533216,0
22,85,7859,336,3.239376,0
24,86,7864,336,6.786384,0
30,86,7869,335,7.900584,0
34,85,7873,334,4.820048,0
20,85,7878,334,4.356216,0
22,86,7883,333,3.321392,0
33,86,7888,332,2.48444,0
18,86,7892,332,3.023872,0
18,86,7897,331,2.533176,0
40,86,7901,330,3.168864,0
12,86,7906,330,2.363392,0
34,87,7911,329,2.797928,0
43,87,7916,328,3.159904,0
25,87,7920,328,2.68576,0
27,87,7925,327,2.549368,0
63,87,7929,326,2.451904,0
25,87,7934,326,2.339032,0
27,87,7938,325,2.549448,0
56,88,7943,324,3.353448,0
36,88,7947,324,2.982728,0
16,88,7952,323,3.625712,0
28,88,7956,323,2.56508,0
38,88,7974,320,6.004168,1
42,89,7979,319,6.965424,0
31,89,7984,319,4.6898,1
17,89,7988,318,5.444696,1
34,89,7993,318,7.813968,1
44,90,7998,317,6.541952,1
47,89,8002,316,3.759144,0
17,89,8008,316,4.427976,1
36,89,8014,315,4.580024,1
52,90,8019,314,3.041496,1
41,89,8023,314,2.099904,1
38,89,8028,313,2.075528,1
38,89,8032,313,2.576056,1
29,89,8037,312,2.117584,1
22,89,8042,311,1.55148,1
64,89,8046,311,1.722384,1
1,89,8051,310,2.310584,1
33,89,8056,310,2.398504,1
56,89,8061,309,2.438504,1
35,89,8065,308,1.653728,1
28,90,8070,308,5.533568,1
43,90,8075,307,2.2148,1
40,90,8080,307,2.247432,1
31,90,8085,306,2.782728,1
28,90,8089,306,3.610744,1
59,90,8094,305,1.899504,1
8,90,8099,304,2.06884,1
29,90,8104,304,2.326656,1
32,90,8109,303,2.511032,1
36,89,8113,303,2.391096,1
15,90,8117,302,2.32432,1
53,90,8122,302,2.164936,1
10,89,8126,301,2.559552,1
29,89,8131,301,2.550584,1
27,89,8136,300,2.502888,1
25,89,8140,300,2.278232,1
4,89,8145,299,2.11528,1
33,89,8149,298,2.324976,0
7,89,8154,298,2.229216,0
25,89,8159,297,1.751968,0
31,89,8163,297,2.048952,0
30,89,8168,296,1.985224,0
22,89,8172,296,1.856584,0
35,89,8177,295,1.905536,0
4,89,8182,295,1.711664,0
31,89,8186,294,1.574424,0
29,89,8191,294,1.8248,0
36,89,8196,293,2.081112,0
32,89,8200,293,2.934632,0
45,89,8205,292,2.339616,0
34,88,8209,292,2.104696,0
6,88,8214,291,1.96972,0
41,88,8218,291,2.218536,0
15,88,8223,290,2.001224,0
31,88,8227,290,2.516664,0
27,88,8232,289,2.25848,0
19,87,8237,289,2.563456,0
26,88,8241,288,2.297824,0
32,87,8246,288,2.097112,0
18,87,8250,288,2.081888,0
35,87,8254,287,2.46888,0
7,87,8259,287,2.47688,0
6,86,8263,286,2.64584,0
14,86,8268,286,2.451952,0
21,86,8273,285,2.66112,0
24,86,8277,285,2.8864,0
25,86,8282,284,2.59648,0
21,86,8286,284,2.6932,0
22,85,8291,283,2.86244,0
24,85,8295,283,2.701632,0
17,85,8300,282,3.28008,0
23,85,8305,282,2.52436,0
23,85,8309,282,2.927144,0
17,85,8314,281,2.435992,0
19,84,8318,281,2.76648,0
17,84,8323,280,4.410296,0
17,84,8328,280,2.637832,0
18,84,8332,279,2.4038,0
17,84,8337,279,2.677672,0
19,84,8341,278,2.548592,0
20,83,8346,278,2.5248,0
18,84,8351,277,2.6858,0
18,84,8356,277,2.742104,0
13,84,8360,277,2.758232,0
20,84,8365,276,2.581216,0
22,84,8369,276,2.677832,0
16,84,8374,275,2.597312,0
9,84,8379,275,2.55708,0
43,84,8383,274,2.661672,0
19,83,8388,274,2.693672,0
18,84,8392,274,3.216552,0
52,84,8397,273,2.758008,0
17,84,8402,273,3.400888,0
32,84,8406,272,2.388032,0
54,84,8411,272,3.112416,0
21,84,8416,271,2.492144,0
19,84,8420,271,3.70584,0
53,85,8425,271,2.596632,0
23,85,8429,270,2.693672,0
33,85,8434,270,2.765928,0
25,85,8438,269,2.629256,0
27,85,8443,269,2.967432,0
20,85,8448,269,2.693408,0
21,85,8452,268,3.304824,0
17,85,8457,268,2.613216,0
15,86,8461,267,3.167976,0
22,86,8466,267,2.773832,0
15,86,8470,267,2.733832,0
14,86,8475,266,2.80648,0
15,86,8479,266,2.862656,0
15,86,8484,265,2.460392,0
13,86,8489,265,2.677448,0
34,86,8493,265,2.653864,0
17,86,8498,264,2.75752,0
18,87,8503,264,3.128112,0
30,87,8507,263,2.70152,0
25,87,8512,263,2.79048,0
32,87,8516,263,2.596936,0
41,87,8522,262,3.64916,0
23,88,8526,262,3.961984,0
25,88,8531,261,3.014888,0
38,88,8536,261,2.926856,0
6,88,8540,261,2.469672,0
10,88,8545,260,2.678208,0
9,88,8550,260,2.122384,0
23,88,8554,259,2.75788,0
32,88,8559,259,2.435952,0
33,88,8563,259,2.68628,0
27,88,8567,258,2.582048,0
42,88,8572,258,2.718232,0
34,88,8576,258,2.290536,0
24,88,8581,257,1.881992,0
2,89,8585,257,3.474568,0
52,89,8590,257,2.2278,0
19,89,8594,256,2.438168,0
44,89,8598,256,2.035392,1
27,89,8603,256,2.574376,1
46,89,8607,255,2.42244,1
13,89,8612,255,3.113664,1
41,89,8616,254,2.0698,1
22,89,8621,254,2.606544,1
41,89,8625,254,2.69624,1
7,89,8630,253,2.479296,1
46,90,8634,253,2.792392,1
22,89,8639,253,2.697056,1
39,90,8644,252,2.332664,1
29,90,8649,252,3.129984,1
32,90,8653,252,3.002152,1
36,90,8658,251,2.841056,1
21,90,8663,251,2.608656,1
42,90,8667,251,2.246728,1
18,93,8672,250,2.640696,1
47,90,8676,250,3.627632,1
6,90,8681,250,2.769264,1
29,90,8685,249,2.631944,1
25,90,8690,249,2.510888,1
30,90,8694,249,3.01756,1
40,93,8699,248,2.309672,1
53,90,8705,248,3.057576,1
25,90,8710,247,2.229408,1
24,90,8714,247,2.277408,1
31,90,8719,247,2.494048,1
39,90,8723,246,2.880264,1
25,90,8727,246,2.051936,1
52,89,8732,246,1.697224,1
32,89,8737,245,2.646504,1
32,89,8741,245,2.373032,1
27,90,8746,245,1.534688,1
8,89,8751,244,1.826152,0
29,89,8755,244,2.051336,0
3,89,8760,244,2.326168,1
36,89,8765,243,2.11448,0
40,89,8769,243,2.115032,0
27,89,8774,243,1.969384,0
30,89,8779,242,2.411552,0
60,89,8784,242,1.977936,0
39,89,8788,242,2.20172,0
36,89,8793,242,2.016984,0
59,89,8797,241,2.3958,0
20,89,8802,241,2.395336,0
44,89,8806,241,3.143216,0
40,89,8811,240,2.902376,0
32,88,8815,240,2.114248,0
22,88,8820,240,2.193672,0
29,88,8824,239,2.557256,0
24,88,8829,239,2.909448,0
53,88,8834,239,3.440656,1
17,89,8838,238,5.516872,0
28,90,8843,238,3.538072,0
33,88,8848,238,2.93448,0
23,87,8852,237,2.387392,0
25,87,8857,237,2.781632,0
26,87,8861,237,2.685216,0
27,86,8866,237,2.797864,0
25,87,8871,236,2.701368,0
30,86,8875,236,2.862208,0
30,86,8880,236,2.653368,0
23,86,8884,235,2.918768,0
18,86,8889,235,2.830104,0
18,86,8893,235,2.77388,0
29,85,8898,235,2.692664,0
27,85,8902,234,3.264288,0
32,85,8907,234,3.922104,0
26,85,8911,234,2.613176,0
24,85,8916,233,2.620592,0
24,84,8934,232,2.483616,0
25,84,8938,232,2.806008,0
20,84,8943,232,3.230504,0
25,84,8947,231,2.86244,0
22,84,8952,231,2.66912,0
24,84,8957,231,2.669632,0
20,84,8961,231,2.77408,0
22,84,8965,230,2.806208,0
30,84,8970,230,2.718008,0
24,84,8974,230,2.766144,0
22,84,8979,229,2.645584,0
11,82,8983,200,0.840776,0
8,82,8987,200,0.493304,0
7,82,8991,199,0.267128,0
19,83,8996,199,1.962112,0
6,83,9000,199,1.824768,0
16,83,9005,199,2.05356,1
24,83,9009,199,4.387744,0
14,83,9014,198,3.401624,0
14,84,9019,198,2.927416,0
27,84,9023,198,2.105992,0
16,84,9028,198,3.486768,0
17,84,9033,198,5.20432,0
19,84,9037,197,3.34476,1
30,84,9042,197,3.947192,0
11,85,9061,196,2.61376,0
16,85,9066,196,2.283104,0
25,85,9071,196,2.725584,0
33,86,9075,196,2.669408,0
29,86,9080,196,2.533032,0
30,86,9084,195,2.73412,0
26,86,9089,195,2.597216,0
15,86,9093,195,2.774008,0
21,87,9098,195,3.08816,0
28,87,9103,195,2.798928,0
20,87,9107,195,3.264528,0
24,87,9113,194,2.42028,0
27,87,9117,194,3.730248,0
57,87,9122,194,2.669352,0
22,87,9126,194,2.959032,0
29,88,9130,194,2.838504,0
37,88,9136,193,3.769016,0
5,88,9140,193,8.365552,1
28,88,9145,193,5.77764,1
57,87,9150,193,5.76412,0
32,86,9154,193,2.642328,0
13,85,9159,192,1.595712,0
14,85,9163,192,3.150144,1
5,85,9168,192,1.902472,1
14,85,9172,192,4.529448,1
5,85,9177,192,1.551352,1
6,85,9181,192,1.744632,1
20,85,9185,191,3.0698,1
6,85,9190,191,1.94328,1
3,85,9194,191,3.150968,1
2,85,9198,191,1.38964,1
6,86,9203,191,2.243152,1
10,85,9207,191,1.8714,1
4,85,9211,190,2.373864,1
0,85,9216,190,1.28976,1
3,85,9220,190,0.712088,1
11,85,9224,190,0.754624,1
3,85,9229,190,3.093584,1
5,85,9233,190,1.522624,0
4,85,9237,189,0.680384,1
3,85,9242,189,1.024512,1
24,85,9246,189,1.139208,1
1,85,9250,189,1.00116,0
3,85,9255,189,2.524064,1
32,85,9259,189,2.5428,0
28,85,9273,188,3.250272,1
13,85,9277,188,5.299016,0
11,85,9281,188,2.056824,0
16,86,9286,188,1.273032,0
13,86,9291,187,2.790632,0
45,87,9296,187,2.953056,0
57,87,9301,187,3.658544,0
32,88,9305,187,3.99488,0
12,88,9310,187,1.7128,0
29,89,9315,187,1.995616,1
41,89,9319,186,2.721056,1
32,89,9323,186,3.041144,1
18,89,9328,186,3.00136,1
29,89,9332,186,2.719784,1
29,89,9337,186,2.109176,1
25,89,9342,186,2.862928,1
23,89,9346,185,7.149048,1
20,88,9351,185,4.606144,1
39,88,9356,185,6.796752,1
66,88,9361,185,7.316888,1
19,88,9365,185,7.044192,1
11,87,9370,185,4.60876,1
7,87,9388,184,3.139904,1
1,86,9392,184,2.474288,1
3,86,9396,184,1.677336,1
4,86,9401,184,1.427248,1
3,86,9405,183,1.480696,1
7,86,9410,183,1.342056,1
5,86,9414,183,1.835552,1
1,86,9418,183,1.325792,1
5,86,9423,183,1.87052,1
2,86,9427,183,1.801672,1
4,85,9431,183,2.4944,1
4,85,9436,182,4.803096,1
6,85,9441,182,5.050312,1
4,85,9445,182,3.730912,0
35,86,9450,182,4.20436,0
15,86,9455,182,2.585672,1
24,86,9459,182,3.533584,1
54,85,9463,181,4.214768,1
6,86,9468,181,5.042176,1
2,85,9472,181,1.920488,0
18,85,9476,181,0.979312,1
3,85,9481,181,2.059856,0
8,85,9485,181,2.590704,0
27,89,9490,181,3.455896,1
12,85,9495,180,3.17692,0
12,85,9499,180,4.987392,0
25,84,9504,180,2.870856,0
43,84,9508,180,1.235712,1
19,84,9513,180,3.249928,1
17,84,9517,180,2.416768,0
39,84,9536,179,1.9688,1
22,84,9541,179,2.380064,0
20,84,9545,179,2.718208,0
