cpu,mem,time,io,net,lost
39,90,29800,84,2.856576,0
62,89,29804,84,2.720264,0
30,89,29809,84,2.784576,0
30,89,29813,84,2.470384,0
29,89,29818,84,2.550992,0
29,89,29823,84,2.50272,0
26,88,29827,84,2.47076,0
30,88,29832,84,2.381576,0
35,88,29837,83,2.680128,0
14,88,29842,83,2.873904,0
50,88,29846,83,2.712336,0
28,88,29851,83,2.73684,0
24,87,29855,83,2.712168,0
52,87,29860,83,2.784976,0
21,87,29865,83,2.615616,0
28,87,29869,83,2.760904,0
17,87,29874,83,2.510808,0
13,87,29879,83,2.591616,0
23,87,29883,83,2.518808,0
24,86,29888,83,2.6,0
20,86,29893,83,2.35716,0
18,86,29897,83,2.68064,0
17,86,29902,83,2.163704,0
15,86,29907,83,2.51944,0
19,86,29911,83,2.56772,0
15,86,29916,83,2.67252,0
19,86,29921,83,2.648168,0
18,86,29925,83,2.760904,0
25,86,29930,83,2.720856,0
21,86,29934,83,2.648168,0
14,86,29939,83,2.551368,0
15,86,29944,83,2.672208,0
18,86,29949,83,2.632,0
18,86,29953,83,2.599856,0
17,86,29958,83,2.583816,0
26,86,29963,83,2.503056,0
43,86,29967,83,2.487024,0
12,86,29972,83,2.406488,0
28,87,29977,83,2.655768,0
63,87,29982,83,3.123504,0
25,87,29986,83,2.430584,0
22,87,29991,83,3.075336,0
53,87,29995,83,2.784744,0
20,87,30000,83,2.696168,0
22,87,30004,83,2.72064,0
18,87,30009,83,2.583768,0
17,87,30014,83,2.60832,0
16,88,30018,83,2.470808,0
22,88,30023,83,2.519368,0
14,88,30028,83,2.430904,0
13,88,30032,83,3.019096,0
22,88,30037,83,2.632,0
22,88,30042,83,3.0352,0
20,89,30046,83,2.696168,0
17,88,30051,83,2.173872,0
29,89,30056,83,2.58372,0
24,92,30060,83,3.131776,0
26,89,30065,83,2.535288,0
26,89,30069,83,2.639904,0
34,90,30074,83,2.599472,0
21,89,30079,83,2.865408,0
34,89,30083,83,2.79312,0
30,89,30087,83,2.824992,0
68,90,30092,83,3.131272,0
33,90,30096,83,2.65572,0
22,90,30101,83,3.067272,0
65,90,30105,83,2.69552,0
32,90,30110,83,2.591024,0
27,90,30114,83,2.462808,0
62,90,30119,83,2.381704,0
42,90,30123,83,2.221912,0
17,90,30128,83,2.284672,0
27,90,30132,83,2.04484,0
39,91,30137,83,2.026376,0
25,91,30141,83,2.521456,0
43,91,30146,83,2.366432,0
38,91,30150,83,2.31872,0
28,91,30155,83,2.41476,0
36,91,30173,83,2.514456,1
20,91,30177,83,2.111472,1
35,92,30182,83,2.192128,1
32,92,30186,83,3.237576,1
28,92,30191,83,3.597824,1
33,92,30195,83,2.129344,1
55,92,30201,83,3.919032,1
19,92,30205,83,2.466656,1
38,92,30210,83,2.684544,1
24,92,30215,83,2.22484,1
38,92,30219,83,2.804784,1
11,92,30224,83,2.145608,1
61,92,30229,82,3.060888,1
45,92,30233,82,2.876336,1
27,92,30237,82,2.764216,1
49,92,30242,82,3.109328,1
31,92,30246,82,2.569304,1
35,92,30251,82,2.77276,1
10,92,30255,82,2.723832,1
35,92,30260,82,2.047368,1
31,92,30264,82,3.365824,1
40,92,30269,82,2.739896,1
27,92,30273,82,2.68204,1
43,92,30278,82,2.239472,1
39,92,30282,82,2.682416,1
45,92,30286,82,1.97296,1
25,92,30291,82,2.5548,1
22,92,30295,82,1.98084,1
27,92,30300,82,1.70588,1
13,92,30304,82,2.199392,1
26,92,30309,82,2.005456,1
11,92,30314,82,1.771336,1
24,92,30318,82,2.440336,1
36,92,30323,82,1.946992,0
26,92,30327,82,2.448264,0
30,91,30332,82,2.2538,0
32,91,30336,82,2.326008,0
38,91,30340,82,1.979136,0
23,91,30358,82,2.082504,0
43,91,30363,82,1.97804,0
12,91,30367,82,1.374448,0
36,90,30371,82,2.28516,0
38,90,30376,82,2.438072,0
26,90,30380,82,2.397912,0
40,90,30385,82,2.398168,0
23,90,30390,82,2.454168,0
27,90,30394,82,2.405648,0
36,90,30398,82,2.285648,0
30,92,30403,82,2.712336,0
33,90,30407,82,2.382296,0
31,89,30412,82,2.276896,0
40,89,30417,82,2.566432,0
29,89,30421,82,2.824856,0
23,89,30426,82,2.84912,0
24,89,30430,82,2.768576,0
24,88,30435,82,2.736696,0
23,88,30439,82,2.639288,0
22,88,30444,82,2.8008,0
18,88,30449,82,2.462808,0
10,87,30453,82,2.39012,0
15,87,30458,82,2.543024,0
25,87,30463,82,2.671856,0
21,87,30467,82,2.663768,0
23,87,30472,82,2.535184,0
23,87,30477,82,2.527288,0
20,87,30481,82,2.49472,0
17,86,30486,82,2.237328,0
15,86,30490,82,2.696464,0
24,86,30495,82,2.615616,0
27,86,30500,82,2.77684,0
28,86,30504,82,2.607368,0
25,86,30509,82,2.841088,0
31,86,30513,82,2.696264,0
25,86,30518,82,2.71252,0
27,86,30522,82,2.704264,0
23,86,30527,82,2.768904,0
21,86,30531,82,2.744696,0
22,86,30536,82,2.728744,0
24,86,30540,82,2.63944,0
30,66,30541,136,0.24,0
44,68,30546,136,1.248,0
31,70,30551,136,5.04,0
88,71,30556,136,2.192,0
30,71,30560,136,6.552,0
85,73,30566,136,4.736,0
87,75,30571,136,4.504,0
87,76,30577,136,4.656,0
76,76,30583,136,7.68,0
84,77,30589,136,5.928,0
67,78,30595,136,4.744,0
88,83,30600,136,4.8,0
49,80,30607,135,4.368,0
75,83,30612,135,5.944,0
80,84,30618,135,5.576,0
47,84,30623,135,4.76,0
77,85,30628,135,5.68,0
66,86,30635,135,4.952,0
63,87,30640,135,6.408,0
51,88,30646,135,4.976,0
58,89,30651,135,5.248,0
50,89,30656,135,5.44,0
41,90,30660,135,5.312,0
46,91,30666,135,5.528,0
29,92,30671,135,5.696,0
37,92,30676,134,4.184,0
23,92,30681,134,11.144,0
13,93,30686,134,5.136,0
29,93,30691,134,3.888,0
33,93,30695,134,4.784,0
27,93,30700,134,5.816,0
61,93,30704,134,4.304,0
29,93,30709,134,6.008,0
46,93,30713,134,7.4,0
16,93,30718,134,4.16,0
30,93,30723,134,7.296,0
39,93,30728,134,3.776,0
35,93,30732,134,10.096,0
44,93,30737,134,5.248,0
17,93,30741,134,8,0
41,93,30746,133,5.376,0
23,93,30750,133,6.328,0
29,93,30755,133,4.6,1
35,93,30760,133,4.168,1
23,93,30764,133,5.88,1
37,93,30769,133,4.136,1
43,93,30773,133,1.872,0
38,93,30778,133,6.488,1
42,93,30782,133,1.976,1
31,93,30787,133,10.92,0
37,92,30791,133,3.904,1
71,93,30797,133,6.384,1
64,93,30802,133,5.208,1
12,93,30807,133,4.176,1
40,93,30811,133,15.352,1
1,93,30816,133,3.68,1
26,93,30821,133,3.416,1
18,92,30825,133,9.176,0
35,93,30830,133,7.56,1
5,93,30835,133,8.088,1
33,93,30839,133,12.392,1
4,92,30844,133,2.032,1
24,93,30849,133,6.288,1
8,93,30853,132,7.072,1
44,92,30857,132,3.792,1
12,93,30862,132,9.304,1
30,93,30868,132,5.968,0
72,93,30873,132,2.704,1
33,93,30878,132,5.144,1
33,93,30882,132,6.64,0
44,93,30887,132,4.32,0
36,93,30892,132,4.464,0
32,93,30896,132,2.352,1
32,93,30901,132,5.736,1
34,93,30906,132,3.632,1
4,93,30911,132,3.272,1
53,93,30926,131,7.8,1
24,93,30931,131,12.584,0
32,93,30935,131,7.184,0
42,93,30940,131,3.92,0
27,93,30945,131,3.672,0
31,93,30949,131,5.488,0
41,93,30954,131,4.712,0
12,92,30959,131,4.064,0
33,93,30964,131,3.184,0
59,92,30969,131,2.928,0
41,92,30973,131,5.568,0
36,93,30978,131,4.496,0
38,92,30983,131,5.272,0
8,92,30987,131,3.832,0
40,92,30992,131,3.704,0
29,91,30996,130,5.096,0
42,91,31001,130,5.176,0
25,91,31005,130,5.408,0
37,91,31010,130,5.728,0
47,91,31014,130,5.656,0
36,91,31019,130,5.392,0
29,90,31023,130,5.48,0
18,90,31028,130,5.208,0
30,90,31032,130,5.432,0
28,90,31037,130,5.48,0
28,89,31041,130,5.8,0
32,89,31046,130,6.08,0
33,89,31050,130,5.656,0
25,89,31055,130,5.312,0
27,89,31059,130,5.376,0
27,89,31064,130,5.256,0
30,89,31068,129,5.448,0
23,88,31073,129,5.192,0
26,88,31077,129,5.744,0
20,88,31082,129,5.16,0
28,88,31086,129,5.816,0
25,88,31091,129,5.616,0
21,88,31096,129,5.52,0
15,88,31101,129,5.456,0
35,87,31106,129,5.592,0
17,87,31110,129,5.232,0
47,87,31115,129,5.64,0
16,87,31120,129,5.64,0
22,87,31124,129,5.752,0
46,88,31129,129,5.648,0
20,88,31134,129,5.56,0
18,88,31138,129,5.576,0
16,87,31143,128,5.568,0
14,88,31148,128,6.648,0
17,89,31153,128,5.592,0
20,88,31159,128,6.48,0
9,88,31163,128,5.496,0
26,88,31168,128,6.648,0
14,88,31173,128,5.48,0
27,89,31178,128,6.96,0
43,89,31183,128,5.176,0
11,89,31188,128,6.76,0
33,89,31192,128,6.104,0
44,89,31197,128,5.896,0
17,89,31202,128,5.776,0
25,89,31207,128,5.656,0
31,89,31212,128,5.752,0
20,89,31216,128,5.528,0
25,90,31221,127,5.872,0
23,90,31225,127,5.672,0
17,90,31230,127,6.736,0
22,90,31234,127,5.352,0
22,90,31239,127,8.024,0
31,90,31243,127,5.88,0
29,91,31248,127,7.128,0
18,90,31253,127,4.128,0
11,90,31257,127,6.2,0
23,91,31262,127,5.504,0
30,91,31267,127,5.752,0
33,91,31271,127,5.32,0
28,91,31276,127,5.408,0
33,91,31280,127,5.552,0
11,91,31285,127,5.488,0
12,91,31289,127,4.488,0
24,91,31294,127,5.336,0
37,91,31299,127,7.616,0
30,92,31303,126,5.904,0
27,92,31308,126,6.12,0
29,92,31313,126,7.52,0
35,92,31318,126,3.664,0
26,92,31323,126,5.056,0
16,92,31328,126,5.816,0
40,92,31332,126,5.288,0
34,92,31337,126,2.928,0
30,92,31341,126,5.024,0
6,93,31346,126,4.312,0
31,93,31350,126,3.472,0
1,93,31355,126,3.504,1
28,93,31360,126,5.824,1
30,93,31364,126,5.328,1
32,93,31369,126,5.84,1
40,93,31373,126,4.896,1
37,93,31378,126,5.128,1
53,93,31384,126,3.856,1
27,93,31388,125,6.32,1
7,93,31393,125,4.448,1
40,93,31398,125,6.328,1
29,93,31403,126,4.64,1
46,93,31407,126,6.304,1
40,93,31413,126,4.08,1
10,93,31417,125,6.64,1
23,93,31422,125,7.216,1
23,93,31427,125,5.744,1
7,93,31432,125,6.288,1
42,93,31436,126,6.6,1
28,93,31441,126,5.08,1
37,93,31446,125,5.904,1
32,93,31451,125,3.288,1
30,93,31456,125,4.216,1
41,93,31461,126,6.672,1
33,93,31466,126,5.736,1
33,93,31470,126,5.888,1
25,93,31475,126,4.848,1
21,93,31480,126,5.288,1
33,93,31485,126,4.096,1
6,93,31490,126,4.152,0
40,93,31494,126,4.856,0
18,93,31498,125,5.888,1
36,93,31503,125,4.256,1
6,93,31507,125,5.024,1
30,93,31512,125,4.136,1
0,93,31517,125,4.288,0
27,93,31521,125,4.288,1
20,93,31526,125,5.248,1
34,93,31531,125,3.28,0
6,93,31535,125,3.352,0
29,93,31540,125,3.504,0
25,92,31544,125,5.008,0
34,92,31548,125,4.696,0
35,95,31553,125,3.968,0
3,92,31558,125,3.736,0
32,92,31562,125,6.04,0
23,92,31567,125,4.936,0
7,92,31571,125,3.432,0
42,92,31576,125,5.08,0
21,92,31580,125,4.976,0
23,91,31585,124,4.024,0
28,91,31589,124,4.528,0
31,92,31594,124,5.176,0
25,91,31600,124,5.064,0
41,91,31604,124,4.944,0
17,91,31609,124,4.84,0
27,90,31614,124,5.672,0
33,90,31618,124,5.52,0
34,90,31623,124,5.472,0
24,90,31627,124,5.408,0
27,89,31632,124,5.872,0
18,89,31637,124,5.312,0
18,89,31641,124,5.496,0
21,89,31646,124,5.368,0
26,89,31650,124,6.016,0
28,89,31654,124,5.72,0
28,89,31659,124,6.2,0
32,88,31663,124,5.176,0
24,88,31681,123,5.416,0
28,88,31686,123,5.8,0
21,88,31691,123,6.44,0
13,87,31696,123,6.832,0
7,87,31701,123,5.456,0
14,87,31706,123,5.432,0
19,87,31710,123,5.728,0
24,87,31715,123,6.104,0
49,87,31719,123,5.576,0
21,87,31724,123,5.56,0
15,87,31729,123,5.448,0
50,87,31734,123,5.368,0
21,87,31738,123,5.52,0
23,87,31743,123,5.84,0
13,87,31747,123,6.816,0
19,87,31752,123,5.512,0
16,88,31757,123,5.712,0
8,87,31762,122,5.552,0
16,88,31766,122,5.648,0
19,88,31771,122,5.376,0
14,88,31776,122,5.376,0
18,88,31781,122,5.376,0
14,88,31785,122,5.624,0
21,88,31790,122,5.408,0
18,89,31809,122,6.024,0
38,89,31814,122,5.792,0
19,89,31818,122,7.192,0
22,89,31823,122,5.808,0
42,89,31827,122,6.728,0
16,89,31832,122,5.696,0
26,90,31837,122,6.592,0
47,90,31842,122,5.592,0
25,90,31847,122,5.448,0
17,90,31851,121,5.512,0
16,90,31856,121,5.552,0
27,90,31861,121,4.776,0
23,91,31866,121,5.288,0
35,90,31870,121,5.936,0
23,90,31875,121,5.376,0
41,91,31879,121,6.824,0
15,91,31884,121,4.152,0
5,91,31888,121,5.928,0
3,91,31893,121,4.48,0
36,91,31898,121,6.24,0
25,91,31903,121,5.256,0
21,91,31907,121,5.992,0
41,91,31912,121,5.184,0
20,91,31916,121,4.768,0
42,92,31920,121,5.352,0
55,91,31925,121,3.4,0
39,92,31929,121,5.104,0
25,92,31934,121,4.768,0
73,92,31938,121,5.712,0
31,92,31943,121,4.12,0
4,92,31947,120,4.312,0
57,92,31952,120,3.856,0
6,92,31957,120,3.904,1
34,93,31962,120,5.336,1
43,93,31966,120,5.232,1
32,93,31971,120,4.08,1
40,94,31976,120,5.392,1
40,93,31981,120,5.552,1
34,93,31986,120,6.264,1
29,93,31990,120,4.456,1
38,93,31995,120,6.376,1
64,93,32001,120,6.192,1
40,93,32005,120,5.68,1
16,93,32010,120,5.12,1
31,93,32015,120,7.168,1
18,93,32019,120,6.96,1
32,93,32024,120,5.792,1
7,93,32029,120,7.056,1
44,93,32033,120,6.248,1
4,93,32038,120,5.208,1
30,93,32043,120,6.632,1
26,93,32047,120,7.408,1
30,93,32052,120,7.8,1
34,93,32056,119,6.224,1
32,93,32061,119,3.632,1
19,93,32066,119,5.616,1
34,93,32070,119,5.896,1
39,93,32075,119,5.968,1
43,93,32079,119,5.12,1
27,93,32084,119,5.248,1
24,93,32088,119,5.16,1
35,93,32093,119,4.92,1
32,93,32097,119,4.76,1
40,93,32102,119,4.904,1
30,93,32106,119,5.6,1
46,92,32111,119,5.224,1
21,93,32116,119,4.352,1
32,92,32121,119,4.04,0
18,92,32125,119,4.16,0
35,92,32130,119,3.536,0
6,92,32134,119,3.376,0
29,92,32139,119,3.784,0
13,92,32144,119,3.424,0
31,92,32148,119,4.344,0
4,92,32153,118,3.64,0
7,92,32157,118,4.04,0
52,91,32162,118,5.504,0
19,92,32166,118,5.224,0
33,92,32171,118,5.112,0
5,91,32176,118,4.288,0
0,91,32181,118,3.392,0
56,91,32186,118,4.808,0
49,91,32191,118,4.784,0
29,92,32196,118,5.52,0
25,91,32200,118,5.712,0
30,91,32204,118,5.08,0
33,91,32209,118,5.176,0
31,90,32214,118,5.752,0
22,90,32219,118,5.384,0
12,90,32224,118,8.056,0
25,90,32230,118,14.536,1
14,89,32235,118,11.424,1
21,89,32239,118,6.144,0
18,89,32244,118,4.76,0
17,88,32249,118,5.104,0
24,89,32254,117,4.568,0
26,88,32258,117,5.416,0
30,88,32263,117,5.256,0
27,88,32267,117,5.728,0
23,88,32272,117,5.352,0
22,88,32277,117,5.792,0
16,88,32282,117,4.648,0
18,87,32286,117,5.64,0
23,87,32291,117,4.848,0
23,87,32295,117,5.6,0
20,87,32300,117,5.44,0
20,87,32304,117,5.784,0
23,87,32309,117,5.832,0
23,87,32314,117,5.704,0
20,87,32318,117,5.68,0
22,87,32323,117,5.552,0
24,87,32327,117,5.496,0
15,87,32332,117,5.592,0
16,87,32337,117,5.328,0
74,67,32341,350,0.889256,0
90,69,32346,349,1.008384,0
77,71,32351,348,1.86004,0
97,71,32357,348,1.008312,0
27,73,32361,347,2.603832,0
78,75,32366,346,2.482136,0
94,76,32373,345,2.053208,0
84,77,32378,344,2.36856,0
85,77,32383,344,2.664888,1
93,78,32389,343,2.165984,0
57,79,32395,342,2.619032,0
58,80,32401,341,0.889304,0
72,82,32406,340,2.618944,0
71,83,32412,339,2.38352,0
90,83,32419,338,2.820152,0
57,85,32424,338,2.295304,0
62,86,32429,337,2.51256,0
36,86,32434,336,2.464328,0
41,87,32439,335,5.689544,0
48,88,32444,335,3.935656,0
70,89,32450,335,2.431688,0
44,90,32454,334,2.641552,0
25,91,32459,334,2.488088,0
34,91,32463,333,2.746,0
33,91,32468,332,2.738584,0
21,91,32473,332,3.03552,0
21,92,32477,331,2.513304,0
5,92,32482,330,1.589144,0
35,92,32486,330,1.467496,0
24,92,32491,329,4.473152,0
41,92,32497,328,7.265952,1
7,93,32501,328,7.746304,0
46,93,32506,327,3.503216,0
12,93,32511,327,2.099824,0
15,93,32516,326,1.961024,0
31,93,32521,325,3.559592,0
35,93,32525,325,2.03444,0
44,93,32529,324,2.794984,0
33,93,32534,324,1.888848,0
53,93,32538,323,2.519976,0
45,93,32543,322,2.116368,0
32,94,32547,322,2.644304,1
29,94,32552,321,2.052672,0
43,94,32558,320,2.128024,1
34,96,32562,320,2.401496,1
29,93,32566,319,1.875264,1
2,93,32572,319,2.331304,1
41,93,32576,318,1.617168,0
5,94,32581,318,2.24984,0
45,93,32585,317,1.714624,0
46,93,32590,317,1.179648,0
36,93,32594,317,4.50524,0
26,93,32599,316,2.587352,0
17,93,32603,316,1.358552,1
31,93,32608,315,2.24488,1
37,93,32613,315,3.488752,1
26,93,32618,314,1.326288,1
39,93,32622,314,1.66696,1
31,93,32627,313,2.524736,1
32,93,32631,312,2.162376,1
15,93,32636,312,1.695128,0
35,93,32641,311,3.13568,1
22,93,32645,311,2.894344,0
39,93,32650,310,1.575608,0
25,93,32655,310,2.749592,0
45,93,32660,309,1.84548,1
30,93,32664,309,4.84176,1
30,93,32669,308,1.680848,1
12,93,32674,307,1.944088,1
28,93,32678,307,1.438712,1
5,94,32683,306,3.752432,1
45,93,32687,306,1.45612,1
24,93,32692,306,3.400192,1
35,93,32697,305,3.030624,1
34,93,32701,305,2.587832,1
38,93,32706,305,2.853576,0
34,92,32710,305,2.124176,0
38,92,32716,304,2.223576,0
3,92,32720,304,1.647808,0
19,92,32725,303,2.051648,0
35,92,32729,303,1.873088,0
38,92,32747,302,2.148672,0
4,91,32752,301,2.61,0
18,92,32756,301,2.350928,0
32,92,32761,300,2.552024,0
23,92,32765,300,2.947304,0
35,91,32770,299,2.818632,0
27,91,32774,299,2.28568,0
33,91,32779,298,2.5112,0
31,91,32783,298,2.294464,0
11,91,32788,297,2.309872,0
33,91,32792,297,2.7058,0
29,91,32797,296,2.205208,0
30,90,32802,296,2.3658,0
30,90,32806,296,2.648792,0
34,90,32810,295,2.608688,0
6,90,32815,295,2.472688,0
22,90,32819,294,2.962912,0
32,90,32824,294,2.665384,0
35,89,32828,293,2.794136,0
21,89,32833,293,2.560328,0
31,89,32837,292,2.430992,0
28,89,32842,292,2.640976,0
20,89,32846,291,2.632744,0
26,89,32851,291,2.632688,0
26,88,32855,290,2.592888,0
22,88,32860,290,2.552328,0
21,88,32864,290,2.737904,0
18,88,32869,289,2.632744,0
32,88,32875,289,2.577104,0
37,88,32879,288,2.447368,0
18,88,32884,288,2.488448,0
19,88,32889,287,2.503976,0
24,87,32894,287,2.657552,0
23,87,32898,286,2.617072,0
17,87,32903,286,2.681608,0
18,87,32908,285,2.52064,0
17,87,32912,285,2.681752,0
20,87,32917,284,2.59316,0
23,87,32922,284,2.673904,0
19,87,32926,284,2.770224,0
17,87,32931,283,2.762328,0
24,87,32936,283,2.665696,0
21,87,32940,282,2.576888,0
17,87,32945,282,2.706272,0
15,87,32949,281,2.649552,0
21,87,32954,281,2.988328,0
21,87,32959,281,2.608888,0
20,87,32963,280,2.697608,0
16,88,32968,280,2.6332,0
37,88,32973,279,2.617264,0
23,88,32977,279,2.592976,0
22,88,32982,278,2.592888,0
43,88,32987,278,2.90844,0
15,88,32991,278,2.367256,0
13,88,32996,277,3.205592,0
47,88,33000,277,2.488504,0
15,89,33005,277,2.92444,0
12,89,33009,276,2.68984,0
49,89,33014,277,2.44752,0
9,89,33019,276,4.144088,0
10,89,33023,276,2.520448,0
52,89,33028,275,2.52056,0
20,89,33033,275,2.778096,0
17,90,33037,274,2.6978,0
24,89,33042,274,2.584744,0
24,90,33047,274,3.165264,0
22,90,33051,273,2.762472,0
15,90,33056,273,3.919632,0
29,90,33060,272,2.890712,0
27,90,33065,272,2.826376,0
26,90,33070,272,2.294024,0
23,90,33074,271,4.928696,0
29,91,33079,271,2.568688,0
25,91,33084,270,2.65004,0
29,91,33088,270,3.3492,0
27,91,33092,270,2.4058,0
31,91,33098,269,2.14132,0
41,91,33102,269,3.043936,0
13,92,33107,269,2.167792,0
5,91,33111,268,2.172456,0
22,91,33116,268,2.197984,0
1,92,33121,267,3.3514,0
14,92,33126,267,2.70752,0
33,92,33131,267,1.929336,0
21,92,33135,266,2.707256,0
30,92,33140,266,2.544328,0
35,92,33144,265,2.052176,0
36,93,33149,265,1.907904,0
39,92,33153,265,2.019592,0
25,92,33158,264,2.3692,1
33,93,33162,264,2.079864,1
33,92,33167,264,1.964864,1
29,92,33172,263,2.498912,1
37,93,33176,263,2.032208,1
24,93,33181,263,2.314784,1
35,93,33186,262,2.725968,1
31,94,33190,262,2.549136,1
35,93,33195,261,2.757344,1
38,93,33199,261,2.757344,1
41,93,33204,261,2.484976,1
5,93,33209,260,2.420424,1
32,93,33213,260,2.062288,1
6,96,33218,260,2.492024,1
32,93,33223,259,2.373864,1
30,93,33227,259,2.854064,1
39,94,33232,259,3.263992,1
23,93,33236,258,2.789456,1
39,93,33241,258,3.239896,1
30,93,33245,258,3.30368,1
45,93,33250,257,2.338632,1
29,93,33254,257,3.31984,1
41,93,33259,257,2.086992,1
8,93,33263,256,2.403768,1
25,93,33268,256,2.290512,1
25,94,33273,255,2.096088,1
32,93,33277,255,1.900104,1
2,93,33283,255,3.784312,0
28,93,33287,255,2.01552,1
19,93,33292,255,3.2054,1
28,93,33297,255,2.265696,0
27,93,33302,254,4.059768,1
6,93,33307,254,2.088024,1
45,93,33311,254,2.052176,0
20,93,33315,253,1.535808,0
38,93,33320,253,2.184264,0
8,93,33325,253,1.78688,0
41,93,33329,252,3.300152,0
2,93,33334,252,4.184976,0
28,93,33338,252,1.600056,0
14,92,33343,251,2.5612,0
23,93,33348,251,2.261984,0
43,92,33352,251,2.148752,0
47,92,33357,250,2.480448,0
49,92,33361,250,2.310928,0
39,92,33365,250,2.187768,0
30,92,33370,250,2.463792,0
40,92,33374,249,2.721496,0
27,92,33379,249,2.422928,0
29,91,33383,249,2.495304,0
33,91,33387,248,2.512024,0
13,91,33392,248,2.706712,0
30,91,33396,248,2.253872,0
36,91,33401,247,2.471368,0
28,91,33405,247,2.455864,0
59,90,33410,247,2.243208,0
34,90,33414,246,2.600688,0
24,90,33419,246,2.552088,0
56,90,33423,246,2.737552,0
26,90,33429,245,2.63316,0
24,89,33433,245,2.874888,0
60,89,33438,245,2.713496,0
22,89,33442,245,2.71384,0
21,89,33447,244,2.681552,0
61,89,33451,244,2.729904,0
19,88,33456,244,2.721696,0
23,88,33460,243,2.665024,0
32,88,33465,243,2.72196,0
24,88,33469,243,2.575792,0
23,88,33474,242,3.398016,0
60,88,33478,242,2.147984,0
11,87,33483,242,3.542552,0
14,87,33488,242,2.237208,0
21,87,33492,241,2.891184,0
24,87,33497,241,2.454096,0
26,87,33502,241,2.818784,0
23,87,33506,240,2.882784,0
18,87,33511,240,2.769936,0
19,87,33515,240,2.63316,0
21,87,33520,240,2.673696,0
22,87,33525,239,2.568856,0
18,87,33530,239,2.65716,0
17,88,33534,239,2.7618,0
21,87,33539,238,2.592856,0
13,87,33543,238,2.585264,0
20,87,33548,238,2.4232,0
16,87,33553,237,2.70584,0
15,87,33557,237,2.673752,0
12,88,33562,237,2.681608,0
21,88,33567,237,3.044856,0
14,88,33571,236,2.560792,0
19,88,33576,236,3.10892,0
39,88,33595,235,3.069112,0
13,88,33600,235,2.649304,0
14,89,33604,234,2.585024,0
20,89,33609,234,2.746224,0
25,89,33614,234,2.5204,0
27,90,33618,233,2.617104,0
5,89,33623,233,2.439912,0
19,89,33628,233,2.552504,0
24,90,33646,232,3.157296,0
14,90,33651,232,2.689752,0
21,90,33656,231,3.109112,0
22,90,33660,231,2.690512,0
27,90,33665,231,3.092336,0
33,91,33669,231,2.745648,0
26,91,33674,230,3.123832,0
25,91,33678,230,2.350992,0
33,91,33683,230,2.72144,0
8,94,33688,229,1.979648,0
19,91,33692,230,2.3592,0
33,91,33697,229,3.294096,0
40,92,33701,229,2.696448,0
33,91,33706,228,3.03644,0
29,91,33710,229,2.398744,0
36,92,33714,229,2.471976,0
57,92,33719,229,2.585024,0
27,92,33724,228,2.061144,0
21,93,33729,228,2.351064,0
40,92,33733,228,2.488208,0
49,92,33738,228,2.050704,0
20,92,33742,227,2.448888,0
43,92,33747,227,2.909696,1
27,92,33751,227,2.076456,0
29,92,33756,227,2.264448,1
77,92,33760,226,2.263688,1
42,92,33765,226,2.151064,1
32,93,33769,226,3.222624,1
66,93,33774,226,2.2804,1
32,93,33778,225,2.563664,1
36,93,33783,225,2.845632,1
57,93,33787,225,2.628736,1
45,93,33792,225,2.725112,1
23,93,33796,224,3.48772,1
39,93,33801,224,2.433552,1
34,93,33805,224,2.716736,1
40,93,33810,224,2.934624,1
35,93,33814,223,2.305696,1
18,93,33819,223,2.733832,1
29,93,33837,222,2.630064,1
45,93,33842,222,2.516424,1
26,93,33846,222,2.501632,1
40,93,33851,222,2.160208,1
56,93,33855,221,3.51224,0
27,93,33860,222,3.071752,1
12,93,33865,221,2.10516,1
54,93,33870,221,1.77096,1
37,93,33885,220,1.942392,1
19,93,33889,220,2.74124,1
47,93,33894,220,2.07952,1
43,92,33898,220,2.48984,1
28,92,33903,220,2.385072,1
32,93,33907,219,2.449496,1
21,92,33912,219,2.529648,0
35,92,33916,219,2.714472,0
19,92,33920,219,2.261008,0
45,92,33925,218,2.125544,0
16,92,33930,218,0.866496,0
20,92,33935,218,1.85096,0
33,92,33939,218,2.060672,0
30,92,33944,217,1.551344,0
25,92,33948,217,2.003536,0
33,92,33953,217,1.745336,0
14,91,33958,217,1.874808,0
8,92,33962,217,2.39088,0
41,91,33966,216,2.334744,0
3,91,33971,216,1.713168,0
29,92,33976,216,2.124672,0
9,91,33981,216,1.995592,0
45,91,33985,215,2.455864,0
19,91,33989,215,2.617608,0
24,91,33994,215,2.673904,0
32,90,33998,215,2.520136,0
28,90,34002,215,2.63316,0
62,90,34007,214,2.350816,0
21,89,34024,214,2.665104,0
21,89,34029,213,2.826472,0
64,89,34034,213,2.882712,0
30,89,34038,213,2.76204,0
26,89,34043,213,2.721352,0
58,88,34047,212,2.762096,0
27,88,34052,212,2.665304,0
27,88,34056,212,2.76196,0
47,88,34061,212,2.59264,0
24,88,34065,212,2.778,0
27,88,34070,211,2.592448,0
27,88,34075,211,2.770184,0
15,87,34079,211,2.632744,0
17,87,34084,211,2.810584,0
10,87,34088,211,2.318096,0
16,87,34093,210,2.6012,0
31,87,34098,210,2.576504,0
20,87,34102,210,2.722376,0
33,87,34106,210,2.954888,0
31,87,34111,209,2.72184,0
29,87,34115,209,2.955032,0
29,87,34120,209,2.842512,0
